,Cancer,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Normal,Cancer,Normal,Normal,Normal,Normal,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Normal,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Normal,Normal,Cancer,Normal,Cancer,Cancer,Normal,Normal,Normal,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Cancer,Normal,Normal,Normal,Normal,Normal,Cancer,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Normal,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Normal,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Normal,Normal,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Normal,Normal,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Cancer,Normal,Cancer,Normal
303006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.65416178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.47008547,0,0,0,0,0,470.8535175,0,0,0,0.804285232,0,1.361164612,0,0,2.441644692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.892410174,0,0,0,0,0,0.784627577,0,0.725221011,1.259160392,1.749842514,0,0,0.216212009,0,0,0.538413081,0,0,3.777183921,0,0,0,0,0,0,0,0
593965,0,0,0,50.47955578,39.88831272,690.1840491,0,0,269.541779,156.25,0,0,0,203.0456853,0,708.4265474,0,0,103.626943,0,0,204.638472,65.83278473,0,0,0,0,0,0,51.85377236,0,167.7852349,96.06147935,0,0,189.1551072,81.43322476,88.10572687,0,0,0,0,0,235.8490566,77.24990344,0,48.6381323,0,29.30832356,0,137.6462491,176.5225066,0,49.85044865,0,0,0,0,0,85.91065292,0,0,112.4859393,61.84291899,0,0,0,0,0,149.2537313,0,0,70.77140835,174.9781277,0,0,0,147.4926254,0,0,54.2888165,219.7802198,0,188.1467545,89.76660682,171.3796058,128.3697048,0,0,74.34944238,0,0,0,0,158.7301587,0,95.87727709,198.8071571,72.46376812,0,0,0,0,83.19467554,80.45052293,0,79.30214116,207.9002079,367.3769287,196.0784314,149.1795127,104.4932079,0,117.9245283,0,334.7280335,67.34006734,58.89281508,125.7071025,316.1222339,0,0,0,76.2195122,303.2600455,0,0,0,0,0,80.38585209,0,0,0,0,189.7533207,0,0,0,0,0,51.89413596,0,0,0,0,0,226.2443439,63.69426752,93.6329588,170.9401709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509636,178.4651993,0,0,0,0,0,0,0,0,390.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.5187195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.3796058,0,0,0,0,0,0,0,0,0,858.3690987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.89281508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.8731628,0,0,0,85.47008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4434579,178.4651993,0,0,100.9591116,0,0,113.2502831,358.4229391,0,625,0,0,61.12469438,0,0,0,0,0,0,0,0,0,0,0,127.4968126,0,81.66598612,160.2564103,0,259.2688618,97.46588694,0,96.06147935,0,0,0,0,0,144.5086705,0,0,68.16632584,0,0,0,345.4231434,48.6381323,117.3020528,14.65416178,0,0,0,0,0,54.25935974,66.8002672,0,0,0,0,0,0,0,61.84291899,0,0,0,0,0,0,0,87.41258741,0,87.48906387,163.9344262,0,0,0,0,0,0,0,0,0,89.76660682,0,0,0,0,0,0,0,83.68200837,106.3829787,79.36507937,0,0,0,507.2463768,0,0,109.0512541,0,0,0,0,0,0,0,0,0,0,0,0,89.24587238,0,202.020202,0,62.85355123,0,0,76.74597084,184.8428835,0,0,271.00271,0,0,0,0,0,283.4868887,386.1003861,0,0,94.87666034,0,0,0,194.9317739,0,51.89413596,0,243.3090024,272.1088435,294.1176471,108.8731628,0,127.388535,0,170.9401709,0,0,58.37711617,90.66183137,0,0.573279445,0,1.023719583,9.836798569,0.804285232,1.323968463,5313.306065,0,0,2.441644692,2752.660847,1074.783674,0.893503337,4.485863921,1.48614909,0,3.603733468,5.072537283,0,57.49454455,2.4430614,3.033857854,0,0,0.716984649,0,5.479376995,0,0.431885222,30753.28413,5157.611987,0,1.261606782,0,0.781970879,0,6.480671398,0,0.784627577,2.805127774,7.252210111,0,0,4.159526147,2.843453659,0,8.030746286,3.631543588,0,1.233714963,2.625498845,1.88859196,0,1.621428803,1494.304249,1.643034356,1.699110233,0,3.362633076,8.934022246
187443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.32423208,0,0,0,0,0,0,0,81.43322476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.45052293,0,0,0,0,0,0,0,106.9518717,0,0,0,0,0,0,0,89.76660682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.85355123,105.374078,0,0,0,0,0,0,55.34034311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.66183137,67.63611769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743074545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.8907261,0,0,0,0,97.46588694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.65416178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.2998205,0,0,0,0,0,0,0,0,0,79.36507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.74597084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.22061046,0,0,4.140639788,0,0,0,0,0,0,0,7.324934076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.584923247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318284,0,0,0,0,0,0,226.5005663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.45052293,0,0,0,0,0,129.6344309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7115717,48.6381323,0,0,0,0,0,0,0,0,0,0,0,125.3132832,0,0,0,0,0,0,68.58710562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.96721311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.74597084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.4528238,0,0,0,0,0,0,0,0,0,92.78249829,115.745777,0,0,0,0,0,0,0,0,0,0,0.505642976,0,0,0,0,0,0,0,4.986749494,0,0,0,0,0,0,0,0,0,0,15.95486224,0,0,0,0,0,0,0,15.61397936,0,0,0,0,0,12.08006668,0,1.132740155,0,383.3401707,0
331532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.626943,0,99.20634921,0,0,0,0,0,40.83299306,0,0,0,0,0,0,0,0,63.0517024,0,0,0,0,0,0,0,78.6163522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.2537313,99.8003992,87.41258741,0,0,0,0,0,0,95.32888465,0,0,73.26007326,0,0,0,0,64.18485237,0,0,0,0,0,0,0,0,0,95.87727709,0,0,0,0,0,0,83.19467554,0,0,79.30214116,0,0,0,0,0,0,0,0,83.68200837,0,0,62.85355123,0,0,0,0,0,0,0,0,0,0,0,80.38585209,0,0,0,35.63791875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364048,59.48839976,144.1614608,0,0,159.5532509,76.68711656,0,134.4086022,0,0,0,478.4688995,0,304.5685279,357.1428571,37.28560776,51.57297576,80.25682183,207.253886,0,99.20634921,0,0,80.45052293,42.49893753,0,0,0,0,77.78065854,0,83.89261745,96.06147935,56.85048323,0,0,162.8664495,176.2114537,0,109.6491228,0,0,0,78.6163522,0,0,48.6381323,0,43.96248535,0,68.82312457,88.26125331,0,0,0,0,0,473.9336493,0,85.91065292,261.7801047,0,0,0,0,137.1742112,0,0,0,0,199.6007984,0,0,174.9781277,54.64480874,54.91488193,106.9518717,0,190.6577693,198.6097319,54.2888165,0,0,94.07337723,0,0,0,0,98.68421053,0,82.50825083,0,83.68200837,425.5319149,79.36507937,0,95.87727709,0,0,51.49330587,0,109.0512541,0,83.19467554,0,0,79.30214116,103.950104,0,0,49.72650423,0,0,0,0,167.3640167,0,58.89281508,0,105.374078,687.7579092,76.74597084,0,76.2195122,75.81501137,0,0,0,46.12546125,0,80.38585209,0,0,185.1851852,35.63791875,0,0,0,0,0,0,0,0,0,136.0544218,0,54.43658138,0,0,93.6329588,170.9401709,0,0,0,0,33.81805884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765110941,0,0,0,0,0,0,0,0,0,0,0,0,0.431885222,0,0,0,0,0,0,0,0,0,0,0,0,1.259160392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866018308,0,0
179814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.8907261,40.83299306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.65416178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.85815185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.3742331,0,0,0,0,0,62.85355123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.47008547,0,0,0,30.22061046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590951,0,0,0,0,0,0,0,0,67.38544474,0,0,0,0,0,0,0,0,0,0,0,0,68.21282401,0,0,0,0,40.83299306,0,0,25.92688618,0,251.6778523,96.06147935,56.85048323,0,0,0,0,0,0,102.0408163,0,0,78.6163522,38.62495172,0,0,0,29.30832356,0,0,88.26125331,0,0,0,0,0,0,0,0,0,0,0,61.84291899,0,0,0,71.78750897,0,149.2537313,0,0,0,0,0,0,0,0,0,99.30486594,0,73.26007326,0,0,89.76660682,0,0,0,32.89473684,0,82.50825083,95.87727709,0,106.3829787,0,0,0,0,0,0,0,0,0,0,0,0,0,103.950104,73.47538575,0,0,104.4932079,0,0,0,0,0,0,0,0,137.5515818,0,0,0,0,0,0,75.13148009,46.12546125,0,0,0,0,0,35.63791875,0,0,0,0,0,0,0,0,0,0,0,54.43658138,75.4147813,63.69426752,0,0,0,0,0,0,33.81805884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.83299306,0,0,0,0,0,0,0,0,63.0517024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.91065292,0,0,0,0,0,0,0,0,0,0,0,0,70.77140835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.87727709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.38585209,0,0,0,0,0,90.74410163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191093148,0,0,0,0,0,0,0.717638109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.909732105,4.041669614,0,1.070090958,0,0,0,0,0,0,0.630803391,0,0.781970879,0,0,0,0,0.561025555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95601483
4295707,237.953599,0,0,0,0,0,0,224.0143369,0,0,0,0,61.12469438,0,0,0,0,160.5136437,0,0,0,0,197.4983542,160.9010459,0,0,0,160.2564103,0,0,0,0,0,0,0,0,0,0,0,0,102.0408163,0,0,0,0,0,291.8287938,0,0,0,0,0,0,348.9531406,0,267.2010688,0,0,250.6265664,0,0,0,337.4578178,0,0,0,176.5744556,0,0,0,0,0,1273.88535,0,0,0,0,294.9852507,0,0,0,0,0,0,0,257.0694087,64.18485237,0,0,0,0,0,0,0,476.1904762,0,0,0,0,411.946447,84.10428932,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62293619,0,0,176.6784452,0,0,962.8610729,0,0,0,0,0,0,0,0,0,723.4726688,0,0,0,106.9137562,0,362.9764065,0,0,0,602.4096386,51.89413596,112.6760563,364.9635037,0,0,272.1829069,0,63.69426752,0,0,0,98.61932939,0,0,67.63611769,0.191093148,0,2.047439165,0,0,0,0.680582306,0,0,0,0,1381.749625,0,1.68219897,1.48614909,1.530221882,0,0,0.936575132,0,0.61076535,0,2.345839263,2247.168305,1.433969299,1.070090958,0,1.389738173,0.431885222,0,0,2446.559244,0,0.999560194,3.127883518,0,0,0.528393209,0,0,0,0,0,0.831905229,7.108634147,0,0,0,877.6133225,0,0,0.94429598,0,2399.714629,0,2545.060217,0,0,0,939.5613395
4404220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.8002672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.094878331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.556025924,0,0,0,0,0,0,0,0,2.779476347,0,0,0,0,0,0,0,0,0,8.454291345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1427.721594,672.7534839,6231.454006,1161.029783,9892.301556,460.1226994,226.5005663,224.0143369,1347.708895,312.5,160,8133.971292,122.2493888,710.6598985,1607.142857,2609.992543,412.5838061,1765.65008,1554.404145,0,496.031746,1637.107776,394.9967084,2654.867257,849.9787505,287.5629044,408.3299306,0,853.2423208,881.5141302,194.9317739,3523.489933,1633.045149,1364.411597,110.4972376,63.0517024,244.2996743,1497.797357,1878.612717,657.8947368,1428.571429,477.1642808,1792.573624,78.6163522,695.2491309,690.8462867,2918.287938,527.8592375,630.1289566,2564.102564,275.2924983,1853.48632,2092.352092,997.0089731,217.037439,668.002672,1785.714286,16172.98578,2756.892231,11941.58076,1919.720768,480.3073967,224.9718785,1422.387137,669.3440428,823.0452675,412.007063,502.5125628,29605.79244,447.761194,499.001996,1486.013986,778.4854919,174.9781277,2786.885246,54.91488193,534.7593583,294.9852507,1525.262154,1986.097319,217.155266,1831.501832,488.997555,2351.834431,0,1713.796058,1091.14249,94.33962264,2302.631579,1412.639405,165.0165017,1342.281879,418.4100418,212.7659574,1666.666667,321.888412,287.6318313,198.8071571,289.8550725,51.49330587,420.5214466,4034.896401,101.9367992,2163.061564,160.9010459,737.704918,1823.949247,519.7505198,1763.409258,2647.058824,248.6325211,3970.741902,536.809816,0,2008.032129,4853.556485,0,353.3568905,188.5606537,842.9926238,3026.134801,690.7137375,369.6857671,1829.268293,833.9651251,8130.081301,276.7017156,525.9203606,276.7527675,0,4340.836013,70.87172218,231.6602317,3796.296296,1069.137562,0,1451.905626,0,692.5207756,584.7953216,1204.819277,207.5765439,0,1581.508516,680.2721088,3176.470588,2340.772999,1357.466063,10127.38854,1591.7603,683.7606838,83.7520938,1775.147929,992.4109749,362.6473255,5241.799121,3128.194839,1385.931289,8310.555573,2427.006483,1813.663198,1566.254692,485.2551843,472.205876,79.48128007,1347.78787,110.524163,66.87184776,3821.513773,2886.0927,303.1744145,543.9938791,1353.974146,127.658855,1228.786573,7299.19377,4472.634658,323.6115044,9802.480334,870.9798018,496.870362,6803.638309,1690.387803,933.9040525,2865.126564,172.3990539,3528.164749,780.793771,1112.737182,393.8267162,344.8491578,3410.12808,3710.184375,4244.582649,1211.464978,172.2348453,9452.530659,1453.071092,15360.99251,638.0713109,268.7063708,593.2857523,122.1820685,7152.325096,999.8330919,584.7808922,501.4702794,5040.651942,351.5631417,4771.864967,730.8440343,1544.452294,81.55729117,15331.1221,212.5184104,364.8059084
4444529,178.4651993,0,0,0,39.88831272,0,113.2502831,0,0,0,0,478.4688995,244.4987775,0,0,74.57121551,0,0,0,114.2857143,99.20634921,0,0,0,0,71.8907261,122.4989792,320.5128205,0,25.92688618,194.9317739,0,96.06147935,0,0,945.7755359,325.732899,0,144.5086705,109.6491228,0,68.16632584,0,0,38.62495172,0,0,58.65102639,29.30832356,0,0,264.7837599,0,0,0,133.6005344,0,0,0,0,0,96.06147935,0,0,0,68.58710562,0,0,80.45052293,0,0,0,0,0,54.64480874,0,106.9518717,0,0,397.2194638,162.8664495,0,81.4995925,94.07337723,89.76660682,0,0,0,65.78947368,669.1449814,165.0165017,958.7727709,0,0,79.36507937,214.5922747,95.87727709,198.8071571,0,411.946447,84.10428932,0,0,0,80.45052293,0,0,103.950104,0,0,49.72650423,0,0,0,267.7376171,0,0,0,125.7071025,0,0,844.2056792,0,228.6585366,75.81501137,0,110.6806862,0,46.12546125,0,0,0,154.4401544,92.59259259,0,0,0,0,0,194.9317739,0,51.89413596,0,0,0,58.82352941,54.43658138,0,63.69426752,93.6329588,0,0,0,0,0,169.0902942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765110941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561025555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566370078,0,0,0
183030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.8907261,40.83299306,0,0,0,0,0,0,0,0,0,0,0,0,0,306.122449,0,0,0,38.62495172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.84291899,0,0,0,0,0,149.2537313,0,0,0,0,0,0,0,0,190.6577693,0,0,146.5201465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.4932079,0,0,0,0,0,0,0,0,0,0,0,0,75.81501137,0,0,0,0,0,80.38585209,0,0,0,71.27583749,0,0,0,0,0,0,0,0,0,0,0,0,75.4147813,0,0,0,83.7520938,0,0,0,0,0,3.549119818,0,0,0,80.76207625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79445487,0,4.318852222,0.712392785,9.21707529,0.360477272,0,0.999560194,0.781970879,0,0,31.17519934,49.43153732,0,0,0,0,0.831905229,0,0,0.573624735,0,0,2.467429925,1.312749422,0,0,0,0,0,0,0,0,0
4465472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.46588694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.3506494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.7484663,0,0,0,0,0,0,0,0,76.74597084,0,0,0,0,0,75.13148009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.22061046,101.4541765,0.191093148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845422881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810083925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566370078,0,0.672526615,0
145735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.10572687,0,0,0,0,0,0,77.24990344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.77140835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.89281508,0,0,0,0,0,0,0,0,0,0,0,0,0,70.87172218,0,0,142.551675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.740538,0,0,0,0,0.765110941,0.514819067,0,2.809725396,0,0,0,1.563892842,0,0,0,0,0,0,0,0,0.720954544,0,0,0.781970879,0,0,0.528393209,2.35388273,0.561025555,0,0,0,0,0,0,0,1.815771794,0,0.616857481,0,0,0,1.621428803,0,0,0,1.732036615,0,5.95601483
4406925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.2857143,0,0,65.83278473,0,0,0,0,320.5128205,0,0,0,0,0,0,0,0,81.43322476,0,0,0,102.0408163,0,0,0,0,0,0,0,0,0,0,0,0,49.85044865,0,0,0,0,0,0,0,96.06147935,0,0,0,342.9355281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89473684,0,0,0,83.68200837,0,0,0,0,0,0,51.49330587,0,0,0,0,0,163.9344262,0,0,0,0,0,0,153.3742331,0,44.62293619,0,0,0,62.85355123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.61932939,0,30.22061046,67.63611769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550809,0,0,0,0,0,0,226.5005663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7115717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.58710562,58.85815185,0,0,0,0,0,0,0,0,54.91488193,0,0,0,0,0,0,0,0,0,0,128.3697048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.24587238,0,0,0,0,105.374078,0,0,0,0,0,0,0,0,46.12546125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.6470588,0,0,0,0,0,0,197.2386588,58.37711617,0,0,0,0.59151997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
