,Cancer,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Normal,Cancer,Normal,Normal,Normal,Normal,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Normal,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Normal,Normal,Cancer,Normal,Cancer,Cancer,Normal,Normal,Normal,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Cancer,Normal,Normal,Normal,Normal,Normal,Cancer,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Normal,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Normal,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Normal,Normal,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Normal,Normal,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Cancer,Normal,Cancer,Normal
3,0,0,0,252.3977789,0,0,113.2502831,0,0,0,0,0,0,0,0,0,51.57297576,0,0,0,0,0,0,0,0,0,0,0,0,207.4150894,0,0,0,113.7009665,0,0,0,0,0,0,0,0,384.1229193,0,38.62495172,1036.26943,145.9143969,58.65102639,0,0,0,0,288.6002886,0,0,0,255.1020408,59.24170616,3383.458647,0,0,0,0,0,0,0,58.85815185,0,0,0,0,0,0,0,0,0,0,0,190.6577693,0,0,0,0,0,0,0,0,188.6792453,0,0,0,0,0,106.3829787,0,107.2961373,95.87727709,0,0,154.4799176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.374078,0,613.9677667,369.6857671,0,0,0,0,0,0,0,0,0,0,92.59259259,35.63791875,0,90.74410163,0,0,0,4216.86747,51.89413596,0,0,0,0,163.3097441,75.4147813,0,0,0,0,0,116.7542323,0,1826.175178,0,0,3.071158748,0,1.608570463,0,17.01455766,0,0,241.7228245,186.237566,0,0,0,2.972298181,0.765110941,0,0,0,0,0,0,0.781946421,0,0,0,0,0,0,0,0,0,33.43257973,0,0,0,0,1.056786418,3.138510306,0,0,25.18320784,0,0,1.421726829,0,0,0,10.76826163,0,0,0,0,0,2.416013336,0,0,0.866018308,0,1.489003708
176071,0,48.05382028,0,50.47955578,0,0,226.5005663,44.80286738,0,0,0,0,61.12469438,0,0,0,0,0,0,114.2857143,99.20634921,0,0,0,84.99787505,0,81.66598612,320.5128205,0,233.3419756,0,0,0,0,0,189.1551072,0,0,144.5086705,0,0,0,0,0,38.62495172,0,0,0,87.92497069,0,0,0,0,0,0,66.8002672,0,177.7251185,250.6265664,0,0,0,0,0,0,137.1742112,0,0,0,0,0,0,0,87.48906387,0,0,0,147.4926254,190.6577693,0,0,0,0,0,89.76660682,0,64.18485237,0,230.2631579,0,82.50825083,0,0,212.7659574,0,0,0,0,0,360.4531411,168.2085786,0,0,0,80.45052293,0,0,0,0,0,49.72650423,0,0,471.6981132,89.24587238,0,0,0,0,526.8703899,0,0,0,76.2195122,0,271.00271,221.3613724,0,46.12546125,0,0,0,231.6602317,92.59259259,35.63791875,0,90.74410163,459.4180704,0,0,301.2048193,51.89413596,56.33802817,0,136.0544218,0,0,0,0,0,0,0,0,0,392.8679359,101.4541765,0,0,0,0,0,0,0,0.717638109,0,0,0,0,0,0,0,0,0.514819067,0,0,0,0,1.011285951,0,0,1.433969299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216212009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4349946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.7814522,0,0,0,0,97.46588694,0,0,0,0,63.0517024,0,0,0,109.6491228,0,0,0,0,0,0,0,0,0,0,0,88.26125331,0,0,0,66.8002672,0,0,250.6265664,0,0,0,0,0,1070.950469,0,0,143.5750179,0,0,0,0,0,87.48906387,0,0,0,0,0,0,0,0,162.999185,0,89.76660682,171.3796058,64.18485237,0,0,0,0,191.7545542,0,0,0,0,0,0,0,0,84.10428932,0,0,0,0,0,0,0,0,0,0,0,0,0,89.24587238,0,134.6801347,0,62.85355123,0,0,0,0,0,75.81501137,0,0,0,0,0,80.38585209,0,0,0,0,94.87666034,0,0,0,0,0,0,0,0,0,117.6470588,108.8731628,0,0,0,0,0,0,0,0,33.81805884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8007005,0,0,0,0,0,0,2.113572836,0.784627577,0,0,0,0,0,4.265180488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197661,0,96.10764056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.626943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.6491228,102.0408163,0,0,0,38.62495172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.8003992,0,0,0,0,0,0,0,95.32888465,0,0,73.26007326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.63791875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189828,0,0,0,0,0,0,0,0,0,0,0,0,0,203.0456853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.7852349,0,0,0,0,0,0,0,0,0,0,0,0,77.24990344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.32888465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.6300227,0,0,0,0,0,80.38585209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.57599849,5.118597914,47.39548402,0.804285232,10.5917477,2.041746919,29.42316249,4.183225267,0,4.351345001,34.64445125,67.90625363,0,0,84.16220352,0,0,59.00423332,0,191.1695546,10.61850249,0,14.14584365,0,1.070090958,0,2.779476347,25.91311333,44.88074545,27.65122587,10.09336361,0,4.997800968,0,0,0,11.6246506,3.923137883,0,0,5.036641567,0.874921257,0,2.843453659,0,22.94498939,19.97348973,51.14924272,7.402289775,17.06574249,0,0,0.810714402,26.5761467,13.14427485,9.061921241,0,0,17.86804449
196333,0,96.10764056,0,0,79.77662545,0,0,44.80286738,67.38544474,78.125,0,0,0,406.0913706,446.4285714,37.28560776,0,80.25682183,103.626943,0,0,136.425648,0,0,84.99787505,0,0,0,0,25.92688618,97.46588694,83.89261745,192.1229587,56.85048323,0,0,0,0,0,0,0,0,0,0,0,0,0,58.65102639,29.30832356,0,0,0,0,0,0,0,0,59.24170616,0,171.8213058,0,0,112.4859393,0,0,0,0,0,0,0,199.6007984,174.8251748,0,0,109.2896175,0,0,0,0,0,0,0,0,0,0,0,0,0,65.78947368,0,82.50825083,0,83.68200837,106.3829787,0,0,0,0,0,0,0,0,0,83.19467554,0,0,0,0,73.47538575,0,49.72650423,0,0,0,0,334.7280335,0,0,0,105.374078,0,0,0,0,0,0,0,0,46.12546125,0,0,0,0,92.59259259,35.63791875,0,0,0,0,0,0,0,56.33802817,0,136.0544218,0,0,0,63.69426752,187.2659176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.237105069,0,0,0,0,1.011285951,0,0,0,0,0.684922124,0,0,0,0,0,0,0,0,3.008936542,0,0,0,0,0.725221011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566370078,2.598054923,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611.8881119,0,0,0,0,0,0,0,0,0,659.3406593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848.874598,0,0,0,0,0,0,0,277.0083102,0,0,0,0,0,0,0,0,377.0739065,191.0828025,0,0,0,0,0,0,0,0,0,0,63.49206349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567846,0,0,0,0,0,536.809816,113.2502831,0,0,0,160,0,0,0,357.1428571,708.4265474,0,0,0,0,0,0,0,0,0,0,40.83299306,160.2564103,0,0,292.3976608,0,192.1229587,0,0,0,0,616.7400881,0,0,0,0,0,0,0,0,0,58.65102639,0,0,0,0,0,0,0,0,0,0,0,429.5532646,0,0,0,0,0,0,0,0,0,0,598.8023952,961.5384615,0,0,0,0,0,0,0,0,0,73.26007326,81.4995925,0,179.5332136,0,0,0,0,0,247.5247525,0,0,0,0,0,0,0,217.3913043,0,0,0,0,0,0,0,79.30214116,0,0,196.0784314,0,104.4932079,0,0,0,585.7740586,0,0,188.5606537,0,0,0,184.8428835,0,0,0,0,0,0,0,80.38585209,0,0,185.1851852,0,0,0,306.2787136,0,0,0,0,56.33802817,0,0,0,0,75.4147813,63.69426752,374.5318352,85.47008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1487.209994,1537.722249,13649.85163,0,3071.40008,9815.95092,3397.508494,134.4086022,1010.781671,0,2240,9090.909091,1466.992665,101.5228426,8839.285714,51491.42431,1031.459515,802.5682183,103.626943,1485.714286,2182.539683,409.2769441,4410.796577,80.45052293,679.9830004,71.8907261,1755.818702,1923.076923,1450.511945,25.92688618,1559.454191,1174.496644,10854.94717,8811.824901,220.9944751,126.1034048,488.5993485,12775.3304,289.017341,438.5964912,714.2857143,5930.470348,128.0409731,628.9308176,386.2495172,863.5578584,48.6381323,1114.369501,1611.957796,3076.923077,2684.101858,264.7837599,505.0505051,548.3549352,1573.521432,0,0,3850.7109,250.6265664,13230.24055,2006.980803,2593.659942,1349.831271,494.7433519,669.3440428,68.58710562,1294.879341,1005.025126,80.45052293,149.2537313,15668.66267,36101.3986,920.0283086,6736.657918,3224.043716,1922.020868,106.9518717,0,95.32888465,794.4389275,760.0434311,6300.3663,2933.98533,0,1526.032316,3770.351328,0,0,0,3866.171004,10891.08911,95.87727709,1589.958159,0,0,214.5922747,7094.918504,1988.071571,10000,257.4665294,0,872.4100327,305.8103976,1164.725458,643.6041834,0,3172.085646,4158.004158,367.3769287,7254.901961,7856.787668,3134.796238,0,943.3962264,0,6443.514644,3097.643098,3828.03298,3708.359522,0,275.1031637,2072.141213,2587.80037,914.6341463,1364.670205,1355.01355,608.7437742,601.0518407,1291.512915,0,6109.324759,0,0,5000,320.7412687,94.87666034,6715.063521,5206.738132,6509.695291,6237.816764,4518.072289,3269.330566,5352.112676,0,2040.816327,58.82352941,326.6194883,6184.012066,445.8598726,14606.74157,940.1709402,251.2562814,1282.051282,350.262697,60.44122091,0,833.1661268,340.1239826,20119.16096,507.9365079,851.7380604,1.323968463,2059.442059,5.741104876,51.59311162,4.883289384,1.740538,344.8331427,1.787006674,5593.311577,162.7333254,2269.319051,758.3284855,1110.040242,250.0655603,3680.957546,8129.286809,1045.669674,7.81946421,1030.625751,2889.448137,12.84109149,0,911.6682417,402.0851419,573.4761918,7.241987728,1.441909088,8.200444086,643.7167646,12.51153407,2672.938628,458.5075014,238.8337305,1235.003805,1068.753682,10.87831517,11384.0691,5961.713446,4351.696255,9.952087806,21.83741289,382.0340733,1681.404681,78.60830987,671.7577971,1412.518378,24.55169548,18889.12618,12.16071602,131.6727268,1092.617847,2530.541506,1977.119796,107.6042584,31.26907786
199491,0,96.10764056,0,0,119.6649382,0,0,44.80286738,0,0,0,0,0,203.0456853,714.2857143,37.28560776,0,80.25682183,103.626943,0,99.20634921,0,0,0,0,0,0,0,170.6484642,51.85377236,0,167.7852349,96.06147935,0,110.4972376,0,0,88.10572687,0,0,0,0,0,0,0,0,0,0,14.65416178,0,0,0,0,0,0,0,0,59.24170616,0,85.91065292,349.0401396,0,0,61.84291899,0,0,0,0,0,0,99.8003992,0,0,0,109.2896175,0,106.9518717,0,0,198.6097319,0,73.26007326,0,94.07337723,0,0,0,0,65.78947368,148.6988848,165.0165017,191.7545542,0,212.7659574,0,0,191.7545542,0,72.46376812,0,84.10428932,0,0,83.19467554,0,81.96721311,0,103.950104,0,294.1176471,0,0,0,0,0,167.3640167,0,117.7856302,62.85355123,105.374078,412.6547455,76.74597084,0,76.2195122,75.81501137,0,0,0,0,0,0,0,0,370.3703704,35.63791875,0,90.74410163,0,0,0,0,0,0,0,0,0,0,75.4147813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67531812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,2151.755379,0,0,78.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.32423208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.9518717,0,0,0,0,0,0,0,0,0,0,94.33962264,0,0,0,0,0,0,0,0,0,0,0,51.49330587,84.10428932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5602.455871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7463255,0,0,0,85.47008547,0,98.61932939,0,0,0,0,2.957599849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725221011,0,1.749842514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4304475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.48906387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.7545542,0,0,0,0,0,0,0,0,0,0,0,0,0,163.9344262,0,0,0,0,0,0,0,0,0,0,0,0,0,105.374078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.029638134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573624735,0,0,0.616857481,0,0,0,0,0,0,0,0,0,0
183603,59.48839976,48.05382028,0,0,0,0,113.2502831,0,0,0,0,0,122.2493888,0,0,0,0,0,0,114.2857143,0,68.21282401,65.83278473,80.45052293,84.99787505,0,0,0,0,25.92688618,0,0,0,113.7009665,0,0,0,0,0,0,0,0,0,0,0,0,48.6381323,58.65102639,43.96248535,512.8205128,0,0,0,0,54.25935974,0,255.1020408,0,125.3132832,0,0,96.06147935,0,0,0,0,0,0,0,0,0,0,0,0,0,54.91488193,106.9518717,0,0,0,54.2888165,0,0,0,0,0,64.18485237,0,32.89473684,0,0,0,0,0,0,0,0,0,0,205.9732235,252.312868,0,0,0,0,0,0,0,0,0,0,0,0,0,89.24587238,0,67.34006734,0,0,210.748156,0,153.4919417,0,76.2195122,0,0,55.34034311,0,0,0,0,70.87172218,0,0,0,0,0,0,0,0,0,0,56.33802817,0,0,0,0,0,0,0,0,0,0,0,90.66183137,67.63611769,0,0,0,0,0,0,1.361164612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505642976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866018308,0.672526615,0
524444,0,48.05382028,0,0,119.6649382,0,0,44.80286738,0,78.125,0,0,61.12469438,0,0,37.28560776,0,80.25682183,207.253886,0,297.6190476,204.638472,0,0,0,71.8907261,81.66598612,0,0,103.7075447,0,83.89261745,0,170.5514497,0,0,81.43322476,176.2114537,0,0,0,0,0,0,0,172.7115717,0,0,0,0,0,0,0,0,0,0,0,59.24170616,0,85.91065292,0,0,112.4859393,0,0,0,0,0,0,0,0,0,0,174.9781277,218.579235,0,0,0,190.6577693,0,0,0,81.4995925,188.1467545,0,0,0,0,65.78947368,0,82.50825083,0,0,319.1489362,79.36507937,0,0,0,72.46376812,0,84.10428932,0,0,83.19467554,0,0,158.6042823,311.8503119,220.4261572,98.03921569,0,0,0,0,0,251.0460251,0,117.7856302,0,105.374078,275.1031637,0,0,0,227.4450341,0,0,0,0,0,0,0,0,277.7777778,35.63791875,0,0,0,0,0,0,0,56.33802817,0,0,0,54.43658138,0,0,93.6329588,0,0,197.2386588,0,0,0,0,11.83039939,0,28.61614129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.591311333,17.80981962,0,0,0,0,0.781970879,0,0,0,0,0,0,60.43969881,0,0,0,0,13.1933689,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1903.628792,3123.498318,2670.623145,1060.070671,3869.166334,3297.546012,2038.505096,3629.032258,3369.272237,2265.625,1440,1435.406699,1466.992665,2538.071066,7857.142857,1901.565996,1031.459515,2969.502408,5077.720207,1142.857143,6051.587302,2182.810368,921.6589862,482.7031376,552.4861878,2156.721783,2980.808493,480.7692308,1706.484642,2800.103708,877.1929825,2265.100671,2305.475504,2671.972712,3756.906077,2206.809584,1710.09772,2995.594714,1156.069364,2083.333333,2857.142857,1635.99182,1152.368758,3380.503145,1622.247972,1381.692573,1653.696498,1407.624633,1802.461899,5128.205128,4542.326222,5825.242718,2453.102453,2741.774676,759.6310364,467.6018704,2551.020408,1540.28436,1002.506266,2577.319588,4799.30192,4322.766571,2474.690664,3834.260977,1740.294511,1097.39369,1236.021189,1292.175162,1045.856798,2686.567164,4291.417166,1223.776224,3043.170559,2274.715661,3224.043716,713.8934651,2352.941176,1327.433628,3241.182078,3475.670308,1302.931596,4761.904762,2037.489813,3857.008467,987.432675,1199.657241,2053.915276,1132.075472,1677.631579,3122.67658,3877.887789,1629.91371,1338.912134,4468.085106,1349.206349,1180.257511,3451.581975,2186.878728,2753.623188,978.3728115,1766.190076,8287.895311,1325.178389,4908.485857,1689.460981,2049.180328,8168.120539,4781.704782,1469.507715,3921.568627,1442.068623,3343.782654,996.9325153,1415.09434,624.7211066,6276.150628,1818.181818,3533.568905,3959.773727,1159.114858,5502.063274,3914.044513,2772.643253,2362.804878,2577.710387,813.0081301,1272.827892,2178.812923,2029.520295,0,3135.048232,1984.408221,694.980695,3425.925926,3920.171062,2277.039848,3266.787659,765.6967841,969.5290859,3703.703704,1204.819277,778.4120394,732.3943662,2311.435523,1496.598639,3117.647059,1360.914535,3016.591252,1082.802548,2715.355805,1709.401709,2261.306533,1479.289941,2510.215995,241.7648837,879.2695299,2451.534,2930.38993,6380.844159,4716.297787,2054.948767,2177.928122,4404.048104,3072.926385,469.9156383,876.5504444,2894.514694,2701.461512,5905.163556,3554.486425,864.1956961,1953.328233,3411.705956,3144.973116,5507.061776,2507.546159,5015.605055,2520.12459,1570.148413,4219.503077,993.0237394,5332.263242,2664.347064,4158.096615,2658.685428,778.6453139,2426.065889,7046.249234,1176.448325,3690.376234,3242.833237,3624.765554,2783.448365,6706.895003,2885.860226,458.9189038,122.5623509,4631.191921,3681.66865,4824.218425,1427.413737,531.0166937,3936.21293,2527.554337,928.7625652,3161.394591,3510.291955,4019.867987,1382.4317,6720.011674,1940.058709,7743.620919,3043.106427,3709.156412,201.7579846,3249.00609
332317,0,0,0,50.47955578,0,0,0,0,0,0,0,0,122.2493888,0,0,0,0,0,0,0,99.20634921,0,0,0,84.99787505,0,40.83299306,0,85.32423208,25.92688618,0,0,96.06147935,56.85048323,0,63.0517024,0,0,0,0,0,0,0,0,0,0,0,0,58.61664713,0,68.82312457,88.26125331,0,0,0,0,0,0,125.3132832,0,0,0,0,0,0,68.58710562,0,0,80.45052293,0,0,0,0,0,0,0,106.9518717,0,0,0,54.2888165,0,0,0,179.5332136,0,64.18485237,94.33962264,65.78947368,0,0,0,0,212.7659574,0,107.2961373,0,0,0,411.946447,0,109.0512541,0,0,241.3515688,81.96721311,0,0,0,0,0,0,153.3742331,0,133.8688086,0,0,0,0,105.374078,0,0,0,0,0,0,0,0,46.12546125,0,0,212.6151665,231.6602317,0,0,0,0,153.1393568,0,0,0,0,56.33802817,0,272.1088435,0,54.43658138,0,0,0,0,0,0,58.37711617,302.2061046,169.0902942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.029638134,0,0,0,0,0,0,0,0,0,0,0,0,0.712392785,0,0,3.154016956,0,0,0,0,0,0,0.561025555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6645921,0,0,0,1.433969299,4.280363831,0,0,1.295655667,0,0,0,0,0,1.563941759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538413081,0,0,0,0,0,0,0,0,0,0,0
4254313,0,0,0,100.9591116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.49893753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.33802817,0,0,0,0,0,0,0,0,0,0,0,0,0,47562.12916,0.59151997,0,5.365526492,37.80140589,0,22.45921611,10.04693353,0,87.89920891,7.832421001,0,0.893503337,0,0,4.590665647,5.663009735,5.917960164,1.873150264,1.306694194,0,6.573358683,27.36812474,0,0,3.210272873,5.479376995,0,1.295655667,7.123927849,32.91812604,0,42.8946306,0,0,0,6.480671398,0.528393209,32.16973064,0.561025555,35232.68716,60.43969881,0.874921257,0.831905229,0,6.486360265,5.162622612,0,0,27.75858666,65.63747112,55.71346283,1.642818419,0,8.456046677,0,27.7521338,1.732036615,8.070319383,2.978007415
107044,356.9303986,48.05382028,0,0,0,0,339.7508494,0,67.38544474,0,0,0,0,0,0,0,0,0,0,114.2857143,0,0,0,0,42.49893753,0,81.66598612,320.5128205,0,0,0,0,0,56.85048323,0,189.1551072,81.43322476,0,144.5086705,109.6491228,0,0,0,0,0,0,48.6381323,58.65102639,29.30832356,0,0,0,0,0,162.7780792,0,0,0,0,0,0,96.06147935,0,0,267.7376171,0,0,0,0,0,0,0,70.77140835,87.48906387,109.2896175,0,0,0,95.32888465,198.6097319,162.8664495,0,0,752.5870179,0,85.68980291,0,0,230.2631579,74.34944238,0,862.8954938,83.68200837,0,0,0,95.87727709,0,0,154.4799176,336.4171573,0,0,83.19467554,80.45052293,0,0,0,0,0,0,0,0,0,223.1146809,0,0,0,125.7071025,0,0,306.9838833,369.6857671,152.4390244,75.81501137,0,0,0,46.12546125,0,0,0,0,0,35.63791875,94.87666034,90.74410163,0,138.5041551,389.8635478,0,674.6237675,56.33802817,121.6545012,272.1088435,58.82352941,54.43658138,0,0,0,85.47008547,83.7520938,0,58.37711617,60.44122091,101.4541765,0,230.1012682,0,0.894254415,0,22.50746387,0,0,0,0,0,103.9333537,0,0,132.2672691,0,1.029638134,0,0,1.306694194,0,334.7356499,0,0,0,0,0,0,97.60606021,0,0,0,53.61828825,0,0,0,0,0,0,0,0,0,0,0,0,0,48.75810245,0,0,0.616857481,3.938248267,0,0,0,1.208006668,0,0,0,0,0
2987631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9541.663084,0,0,0,8.847137549,0,10.20873459,0.717638109,0,14.64986815,0,0,0,0,0,0.765110941,1.544457201,1.690845761,0,0,0,0,2.345839263,0,0,1.070090958,0.684922124,0,0,0,5.266900166,0,18.29329834,0,0,0,0,0,12.55404122,0,238.5977127,12.59160392,0,0,0,0.864848035,0,0,0,5.551717331,19.69124134,13.22014372,0,0,0,0,3.964590543,0,0,0
